name,city,state,ein,ntee_code,total_revenue,ntee_major,source
THE COLLEGE OF NEW JERSEY,EWING,NJ,,,,,irs_990pf
THE PINGRY SCHOOL,BASKING RIDGE,NJ,,,,,irs_990pf
THE WOMANS INITIATIVE,CHARLOTTESVILLE,VA,,,,,irs_990pf
THEATER WORKS,HARTFORD,CT,,,,,irs_990pf
THERESA CATHOLIC CHURCH,FARMVILLE,VA,,,,,irs_990pf
UNIVERSITY OF NEW HAMPSHIRE FOUNDATION,DURHAM,NH,,,,,irs_990pf
VIRGINIA EDUCATION FOUNDATION,RICHMOND,VA,,,,,irs_990pf
VIRGINIA TECH - GPS STUDY,BLACKSBURG,VA,,,,,irs_990pf
WAPPING COMMUNITY CHURCH,SOUTH WINDSOR,CT,,,,,irs_990pf
WOMEN OF GREATER SQUAMSCOTT,STRATHAM,NH,,,,,irs_990pf
WOOD MEMORIAL LIBRARY,SOUTH WINDSOR,CT,,,,,irs_990pf
SALK INSTITUTE,LA JOLLA,CA,,,,,irs_990pf
UNIVERSITY OF DELAWARE,NEWARK,DE,,,,,irs_990pf
UNIVERSITY OF PITTSBURG,PITTSBURGH,PA,,,,,irs_990pf
INSPIRITEC,PHILADELPHIA,PA,,,,,irs_990pf
UPLAND COUNTRY DAY SCHOOL,KENNETT SQUARE,PA,,,,,irs_990pf
SAUNDERS HOUSE,WYNNEWOOD,PA,,,,,irs_990pf
BALA PRESBYTERIAN HOME FDN,FAFAYETTE HILL,PA,,,,,irs_990pf
CHILDREN S CENTER OF MONTGOMERY,MONTGOMERY,AL,,,,,irs_990pf
GRACE CHURCH,HOUSTON,TX,,,,,irs_990pf
THE VAIL CHURCH,AVON,CO,,,,,irs_990pf
ALPHA HOUSTON,HOUSTON,TX,,,,,irs_990pf
SERVANTS OF CHRIST INTERNATIONAL IN,MILLIKEN,CO,,,,,irs_990pf
MAKARIOS,AUSTIN,TX,,,,,irs_990pf
LINKS PLAYERS INTERNATIONAL,CLOVIS,CA,,,,,irs_990pf
UPWORDS,SAN ANTONIO,TX,,,,,irs_990pf
FISHER HOUSE FOUNDATION INC,ROCKVILLE,MD,,,,,irs_990pf
HOPE INTERNATIONAL,LANCASTER,PA,,,,,irs_990pf
SCHULENBURG ISD - MURRILL SCHOLARSH,SCHULENBURG,TX,,,,,irs_990pf
LADONNA GUILBEAUX,Houston,TX,,,,,irs_990pf
ALZHEIMERS ASSOCIATION,WASHINGTON,DC,,,,,irs_990pf
AMERICAN EXPRESS,LAS VEGAS,NV,,,,,irs_990pf
ANIMAL RESCUE LEAGUE OF RHODE ISLAND,WAKEFIELD,RI,,,,,irs_990pf
BOSTON COLLEGE,BOSTON,MA,,,,,irs_990pf
BREAKTHROUGH PROVIDENCE,PROVIDENCE,RI,,,,,irs_990pf
BRISTOL COMMUNITY COLLEGE,FALL RIVER,MA,,,,,irs_990pf
BROWN SPORTS FOUNDATION,PROVIDENCE,RI,,,,,irs_990pf
BUTTON HOLE,PROVIDENCE,RI,,,,,irs_990pf
CHILD MIND INSTITUTE,NEW YORK,NY,,,,,irs_990pf
COLLEGE OF COASTAL GEORGIA OFFICE OF FINANCIAL AID,BRUNSWICK,GA,,,,,irs_990pf
COLONIAL HIGH SCHOOL,ORLANDO,FL,,,,,irs_990pf
COMMUNITY PREPARATORY SCHOOL,PROVIDENCE,RI,,,,,irs_990pf
CRANSTON HIGH SCHOOL EAST,CRANSTON,RI,,,,,irs_990pf
CRANSTON HIGH SCHOOL WEST,CRANSTON,RI,,,,,irs_990pf
CROSSROADS RHODE ISLAND,PROVIDENCE,RI,,,,,irs_990pf
DAVID R PICERNE CHARITABLE FOUNDATION,PHOENIX,AZ,,,,,irs_990pf
EAST PROVIDENCE HIGH SCHOOL,EAST PROVIDENCE,RI,,,,,irs_990pf
FLORIDA INTERNATIONAL UNIVERSITY FINANCIAL AID OFFICE,MIAMI,FL,,,,,irs_990pf
FLORIDA STATE UNIVERSITY,TALLAHASSEE,FL,,,,,irs_990pf
FORT MYERS HIGH SCHOOL,FORT MYERS,FL,,,,,irs_990pf
FREEDOM HIGH SCHOOL,TAMPA,FL,,,,,irs_990pf
FRIARS FOREVER FUND,PROVIDENCE,RI,,,,,irs_990pf
HARVARD UNIVERSITY BUSINESS SCHOOL,BOSTON,MA,,,,,irs_990pf
HIS MANSION MINISTRIES,HILLSBORO,NH,,,,,irs_990pf
JOHNSTON SENIOR HIGH SCHOOL,JOHNSTON,RI,,,,,irs_990pf
KING PHILIP REGIONAL HIGH SCHOOL,WRENTHEM,MA,,,,,irs_990pf
LAKE NONA HIGH SCHOOL,ORLANDO,FL,,,,,irs_990pf
MARQUETTE UNIVERSITY OFFICE OF STUDENT FINANCIAL AID,MILWAUKEE,WI,,,,,irs_990pf
MASSACHUSETTS EYE AND EAR,BOSTON,MA,,,,,irs_990pf
MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,,,,,irs_990pf
MICHAEL JFOX FOUNDATION,HAAERSTOWN,MD,,,,,irs_990pf
MIDDLETOWN HIGH SCHOOL,MIDDLETOWN,RI,,,,,irs_990pf
NARRAGANSETT COUNCIL BSA,EAST PROVIDENCE,RI,,,,,irs_990pf
NAZARETH ACADEMY,LA GRANGE PARK,IL,,,,,irs_990pf
NEAR CHILDREN S FUND,WARWICK,RI,,,,,irs_990pf
OCOEE HIGH SCHOOL,OCOEE,FL,,,,,irs_990pf
PILGRIM HIGH SCHOOL,WARWICK,RI,,,,,irs_990pf
PRICE RITE MARKET PLACE,WARWICK,RI,,,,,irs_990pf
PROVIDENCE COLLEGE,PROVIDENCE,RI,,,,,irs_990pf
RESIDENT ACTIVITIES FUND CO ST ELIZABETH HOME,EAST GREENWICH,RI,,,,,irs_990pf
RHODE SLAND COLLEGE FOUNDATION,PROVIDENCE,RI,,,,,irs_990pf
SAINT IGNATIUS,CHICAGO,IL,,,,,irs_990pf
SHAKE A LEG MIAMI,MIAMI,FL,,,,,irs_990pf
SOPHIA ACADEMY,PROVIDENCE,RI,,,,,irs_990pf
SOUTH COUNTY HOSPITAL,WAKEFIELD,RI,,,,,irs_990pf
SPOTO HIGH SCHOOL,RIVERVIEW,FL,,,,,irs_990pf
SPRINGFIELD COLLEGE,SPRINGFIELD,MA,,,,,irs_990pf
ST PATRICK ACADEMY,PROVIDENCE,RI,,,,,irs_990pf
THE CHRISTIAN BROTHERS CENTER,NARRAGANSETT,RI,,,,,irs_990pf
THE PRESERVATION SOCIETY NEWPORT COUNTY,NEWPORT,RI,,,,,irs_990pf
THE PUBLIC EDUCATION FOUNDATION,LAS VEGAS,NV,,,,,irs_990pf
THE SAN MIGUEL SCHOOL,PROVIDENCE,RI,,,,,irs_990pf
THE UNIVERSITY OF RHODE ISLAND,KINGSTON,RI,,,,,irs_990pf
TOLL GATE HIGH SCHOOL,WARWICK,RI,,,,,irs_990pf
UNIVERSITY OF CENTRAL FLORIDA OF STUDENT FINANCIAL ASSISTANCE,ORLANDO,FL,,,,,irs_990pf
UNIVERSITY OF EVANSVILLE,EVANSVILLE,IN,,,,,irs_990pf
UNIVERSITY OF FLORIDA OFFICE FOR STUDENT FINANCIAL AFFAIRS,GAINESVILLE,FL,,,,,irs_990pf
UNIVERSITY OF RHODE ISLAND,KINGSTON,RI,,,,,irs_990pf
UNIVERSITY OF VERMONT,BURLINGTON,VT,,,,,irs_990pf
USA NORDIC,PARK CITY,UT,,,,,irs_990pf
UVM STUDENT FINANCIAL SERVICES,BURLINGTON,VT,,,,,irs_990pf
VALENCIA COLLEGE,ORLANDO,FL,,,,,irs_990pf
WALKINGIN LOVE INC,CASSELBERRY,FL,,,,,irs_990pf
WHEATON COLLEGE STUDENT FINANCIAL AID,NORTON,MA,,,,,irs_990pf
YOUNG LIFE EASTERN DUPAGE,HINSDALE,IL,,,,,irs_990pf
DARTMOUTH COLLEGE,HANOVER,NH,,,,,irs_990pf
GLOBAL BRIGADES,STORRS,CT,,,,,irs_990pf
JWU,PROVIDENCE,RI,,,,,irs_990pf
THE TRSTEES OF THE SMITH COLLEGE,NORTHAMPTON,MA,,,,,irs_990pf
VASSAR COLLEGE,POUGHKEEPSIE,NY,,,,,irs_990pf
BRYN MAWR COLLEGE,BRYN MAWR,PA,,,,,irs_990pf
AMERICAN TRACT SOCIETY,WHEATON,IL,,,,,irs_990pf
AMERICAN BIBLE SOCIETY,PHILADELPHIA,PA,,,,,irs_990pf
AMERICAN LEPROSY MISSIONS,GREENVILLE,SC,,,,,irs_990pf
POCKET TESTAMENT LEAGUE INC,LITITZ,PA,,,,,irs_990pf
SUNDAY BREAKFAST ASSOCIATION,PHILADELPHIA,PA,,,,,irs_990pf
THE MOODY BIBLE INSTITUTE OF CHICAGO,CHICAGO,IL,,,,,irs_990pf
WHEATON COLLEGE,WHEATON,IL,,,,,irs_990pf
BIBLE IMPACT MINISTRIES,SAINT JAMES,MO,,,,,irs_990pf
RADIO BIBLE CLASS RBC MINISTRIES,GRAND RAPIDS,MI,,,,,irs_990pf
BILLY GRAHAM EVANGELISTIC ASSOC,CHARLOTTE,NC,,,,,irs_990pf
WORLD VISION,FEDERAL WAY,WA,,,,,irs_990pf
CECSEABEE HISTORICAL FOUNDATION,GULFPORT,MS,,,,,irs_990pf
NORTH COUNTY PHILANTHROPY COUNCIL,CARLSBAD,CA,,,,,irs_990pf
CASA DE AMPARO,SAN MARCOS,CA,,,,,irs_990pf
SEGERSTROM CENTER FOR THE ARTS,COSTA MESA,CA,,,,,irs_990pf
PACIFIC RESEARCH INSTITUTE,SAN FRANCISCO,CA,,,,,irs_990pf
ST JUDE S CHILDRENS RESEARCH HOSP,MEMPHIS,TN,,,,,irs_990pf
TEEN PARENT PROG ALTA VISTA HS,VISTA,CA,,,,,irs_990pf
TEEN PARENTCHILD DEV FOOTHILL HS,SAN MARCOS,CA,,,,,irs_990pf
FLORIDA SOUTHERN COLLEGE,Lakeland,FL,,,,,irs_990pf
UNIVERSITY OF FLORIDA FOUNDATION,GAINESVILLE,FL,,,,,irs_990pf
LELAND STANFORD JR UNIVERSITY,PALA ALTO,CA,,,,,irs_990pf
GRACE EPISCOPAL CHURCH,THE PLAINS,VA,,,,,irs_990pf
A LITTLE HEART,THE PLAINS,VA,,,,,irs_990pf
DUNCAN TAVERN,PARIS,KY,,,,,irs_990pf
FIRST PRESBYTERIAN CHURCH,LEXINGTON,KY,,,,,irs_990pf
JOSEPHINE SCULPTURE PARK INC,FRANKFORT,KY,,,,,irs_990pf
KENTUCKY SOCIETY CHILDREN OF AMERICAN REVOLUTION,PARIS,KY,,,,,irs_990pf
RIVER FIELDS INC,LOUISVILLE,KY,,,,,irs_990pf
UNIVERSITY OF KENTUCKY,LEXINGTON,KY,,,,,irs_990pf
WARD HALL FOUNDATION,GEORGETOWN,KY,,,,,irs_990pf
KENTUCKY TRUST FOR HISTORIC PRESERVATION,FRANKFORT,KY,,,,,irs_990pf
LIVING ARTS AND SCIENCE CENTER,LEXINGTON,KY,,,,,irs_990pf
CARNEGIE CENTER FOR LITERACY,LEXINGTON,KY,,,,,irs_990pf
TRANSYLVANIA UNIVERSITY,LEXINGTON,KY,,,,,irs_990pf
WALNUT HILL CHURCH,LEXINGTON,KY,,,,,irs_990pf
BEYOND ORDINARY WOMEN MINISTRIES,PLANO,TX,,,,,irs_990pf
CHRISTIAN MISSIONARY FELLOWSHIP,INDIANAPOLIS,IN,,,,,irs_990pf
CHURCH AT THE SPRINGS,OCALA,FL,,,,,irs_990pf
DALLAS BIBLE CHURCH,DALLAS,TX,,,,,irs_990pf
EQUIP INDIA,TEQUESTA,FL,,,,,irs_990pf
EVANTELL INC,DALLAS,TX,,,,,irs_990pf
FLORIDA BAPTIST CHILDREN S HOME,LAKELAND,FL,,,,,irs_990pf
FLORIDA UNITED METHODIST CHILDREN S HOME,DELAND,FL,,,,,irs_990pf
GREATER NEW ZION PRIMITIVE BAPTIST CHURCH,DAYTONA BEACH,FL,,,,,irs_990pf
HARBORSIDE CHRISTIAN CHURCH,SAFETY HARBOR,FL,,,,,irs_990pf
LIVING HOPE HAITI CHRISTIAN MISSION,MIAMI,FL,,,,,irs_990pf
LOVE DOES,SAN DIEGO,CA,,,,,irs_990pf
MIAMI YOUTH FOR CHRIST,MIAMI,FL,,,,,irs_990pf
SAMARITAN S PURSE,BOONE,NC,,,,,irs_990pf
THE SALVATION ARMY CLEARWATER FL,CLEARWATER,FL,,,,,irs_990pf
THE SALVATION ARMY DALLAS TX,DALLAS,TX,,,,,irs_990pf
THE SALVATION ARMY VERO BEACH FL,VERO BEACH,FL,,,,,irs_990pf
WISEHEART FOUNDATION,MEMPHIS,TN,,,,,irs_990pf
WYCLIFFE BIBLE TRANSLATORS,ORLANDO,FL,,,,,irs_990pf
YOUNG LIFE COLUMBIA,COLUMBIA,SC,,,,,irs_990pf
VARIOUS RECIPIENTS - SEE ATTACHED L,SIDNEY,NY,,,,,irs_990pf
BRYN MAWR SCHOOL,BALTIMORE,MD,,,,,irs_990pf
THE ASSOCIATED JEWISH COM FEDERATION OF BALTIMORE,BALTIMORE,MD,,,,,irs_990pf
JOHNS HOPKINS UNIVERSITY DR CHRISTINE HANN,BALTIMORE,MD,,,,,irs_990pf
LUNG CANCER RESEARCH FOUNDATION,NEW YORK,NY,,,,,irs_990pf
LIFEBRIDGE HEALTH,BALTIMORE,MD,,,,,irs_990pf
FISHER HOUSE FOUNDATION,ROCKVILLE,MD,,,,,irs_990pf
BOYS LATIN SCHOOL OF MARYLAND,BALTIMORE,MD,,,,,irs_990pf
HOUSE OF RUTH BALTIMORE,BALTIMORE,MD,,,,,irs_990pf
HOPEWELL CANCER SUPPORT,LUTHERVILLE,MD,,,,,irs_990pf
LUNGEVITY FOUNDATION,BETHESDA,MD,,,,,irs_990pf
HOLOCAUST MUSEUM,WASHINGTON,DC,,,,,irs_990pf
SOUL CENTER,BALTIMORE,MD,,,,,irs_990pf
JOHNS HOPKINS CHILDREN S CENTER,BALTIMORE,MD,,,,,irs_990pf
RONALD MCDONALD HOUSE DC,WASHINGTON,DC,,,,,irs_990pf
SHOAH FOUNDATION,LOS ANGELES,CA,,,,,irs_990pf
LUNG CANCER FOUNDATION OF AMERICA,NEW ULM,MN,,,,,irs_990pf
CHILDREN S CANCER FOUNDATION,COLUMBIA,MD,,,,,irs_990pf
JOHNS HOPKINS MEDICINE,BALTIMORE,MD,,,,,irs_990pf
YESHIVAT HAMEKUBALIM NAHALAT,,,,,,,irs_990pf
THREE BRIDGES REFORMED CHURCH,THREE BRIDGES,NJ,,,,,irs_990pf
HOPE FORCE INTERNATIONAL,BRENTWOOD,TN,,,,,irs_990pf
AMERICAN CANCER SOCIETY,ATLANTA,GA,,,,,irs_990pf
AMERICAN RED CROSS,WASHINGTON,DC,,,,,irs_990pf
BOYS TOWN,BOYS TOWN,NE,,,,,irs_990pf
COLONIAL WILLIAMSBURG FOUNDATION,WILLIAMSBURG,VA,,,,,irs_990pf
COMPASSION INTERNATIONAL,COLORADO SPRINGS,CO,,,,,irs_990pf
EASTER SEALS,EAST BRUNSWICK,NJ,,,,,irs_990pf
FIRST UNITED METHODIST CHURCH,FLEMINGTON,NJ,,,,,irs_990pf
FLEMINTON RARITAN RESCUE SQUAD,FLEMINGTON,NJ,,,,,irs_990pf
FLEMINGTON AREA FOOD PANTRY,FLEMINGTON,NJ,,,,,irs_990pf
HUNTERDON MEDICAL CENTER FOUNDATION,FLEMINGTON,NJ,,,,,irs_990pf
MARCH OF DIMES,ARLINGTON,VA,,,,,irs_990pf
NATIONAL PARK FOUNDATION,WASHINGTON,DC,,,,,irs_990pf
PILOT KNOB FIRE COMPANY,PILOT MOUNTAIN,NC,,,,,irs_990pf
REFORMED CHURCH MINISTRIES,OLD BRIDGE,NJ,,,,,irs_990pf
ST JUDES CHILDRENS HOSPITAL,MEMPHIS,TN,,,,,irs_990pf
THE LAKE GEORGE LAND CONSERVANCY,BOLTON LANDING,NY,,,,,irs_990pf
THE MAGIC FOUNDATION,NEW HOPE,PA,,,,,irs_990pf
USO,ARLINGTON,VA,,,,,irs_990pf
THE SALVATION ARMY,WEST NYACK,NY,,,,,irs_990pf
MESSIAH COLLEGE,MECHANICSBURG,PA,,,,,irs_990pf
YMCA OF BRIGDGEPORT CT,BRIDGEPORT,CT,,,,,irs_990pf
NATIONAL COUNCIL OF YMCA,CHICAGO,IL,,,,,irs_990pf
THE SALVATION ARMY,HOFFMAN ESTATES,IL,,,,,irs_990pf
GIRL SCOUTS OF GREATER IOWA,DES MOINES,IA,,,,,irs_990pf
WILLIAM PENN UNIVERSITY,OSKALOOSA,IA,,,,,irs_990pf
YMCA MAHASKA COUNTY,OSKALOOSA,IA,,,,,irs_990pf
MID IOWA COUNCIL BSA,DES MOINES,IA,,,,,irs_990pf
OSKALOSSA PUBLIC LIBRARY FOUNDATION INC,OSKALOOSA,IA,,,,,irs_990pf
UNIVERSITY OF DAYTON SCHOOL OF LAW,DAYTON,OH,,,,,irs_990pf
UNIVERSITY OF CINCINNATI COLLEGE OF LAW,CINCINNATI,OH,,,,,irs_990pf
THE OHIO STATE UNIVERSITY COLLEGE OF LAW,COLUMBUS,OH,,,,,irs_990pf
THE LEGAL AID SOCIETY OF CLEVELAND,CLEVELAND,OH,,,,,irs_990pf
SINCLAIR COMMUNITY COLLEGE,DAYTON,OH,,,,,irs_990pf
OHIO CENTER FOR LAW- RELATED EDUCATION,COLUMBUS,OH,,,,,irs_990pf
LAW AND LEADERSHIP INSTITUTE LLC,COLUMBUS,OH,,,,,irs_990pf
FRIENDS TO THE INDIGENT,CINCINNATI,OH,,,,,irs_990pf
DAYTON BAR ASSOCIATION FOUNDATION,DAYTON,OH,,,,,irs_990pf
CLEVELAND METROPOLITAN BAR FOUNDATION,CLEVELAND,OH,,,,,irs_990pf
CAPITAL UNIVERSITY SCHOOL OF LAW,COLUMBUS,OH,,,,,irs_990pf
JACQUILYN GRAPPI,PLYMOUTH,MA,,,,,irs_990pf
MARSHA ROUGEAU,PLYMOUTH,MA,,,,,irs_990pf
DIANE HERNENDEZ,PLYMOUTH,MA,,,,,irs_990pf
JENNIFER CORT,PLYMOUTH,MA,,,,,irs_990pf
SHEILA REGAN,PLYOUTH,MA,,,,,irs_990pf
MELANIE WISEMAN,PLYMOUTH,MA,,,,,irs_990pf
ROBIN KINGSLEY,PLYMOUTH,MA,,,,,irs_990pf
KRISTIAN FANNING,PLYMOUTH,MA,,,,,irs_990pf
BRIANNE DEPINN,PLYMOUTH,MA,,,,,irs_990pf
THERESA CHIASSON,PLYMOUTH,MA,,,,,irs_990pf
DANIELLE REIN,PLYMOUTH,MA,,,,,irs_990pf
MARY RUSSELL,PLYMOUTH,MA,,,,,irs_990pf
BETH LATHAM,PLYMOUTH,MA,,,,,irs_990pf
CATHERINE SHEA,PLYMOUTH,MA,,,,,irs_990pf
ELIZABETH PECKHAM,PLYMOUTH,MA,,,,,irs_990pf
LISA MACDONALD,PLYMOUTH,MA,,,,,irs_990pf
NEAL GERRALT,PLYMOUTH,MA,,,,,irs_990pf
JAMES SULLIVAN,PLYMOUTH,MA,,,,,irs_990pf
KATHERINE YESHULSKY,PLYMOUTH,MA,,,,,irs_990pf
JEAN VENTO,PLYMOUTH,MA,,,,,irs_990pf
BRITANY DECOSTER,PLYMOUTH,MA,,,,,irs_990pf
DENISE ROCHE,PLYMOUTH,MA,,,,,irs_990pf
JOELLA WEBB,PLYMOUTH,MA,,,,,irs_990pf
PAMELA SMALL,PLYMOUTH,MA,,,,,irs_990pf
GAIL LIMA,PLYMOUTH,MA,,,,,irs_990pf
PLYMOUTH PUBLIC SCHOOLS,PLYMOUTH,MA,,,,,irs_990pf
JESSICA MACLATHLIN,PLYMOUTH,MA,,,,,irs_990pf
DENISE ALONGE,PLYMOUTH,MA,,,,,irs_990pf
ANDRAYA FERRAC,PLYMOUTH,MA,,,,,irs_990pf
ABINGTON FRIENDS SCHOOL,JENKINTOWN,PA,,,,,irs_990pf
AUDREY HENNINGER CO LA SALLE UNIVER,PHILADELPHIA,PA,,,,,irs_990pf
BUCKINGHAM FRIENDS SCHOOL,LAHASKA,PA,,,,,irs_990pf
DELAWARE VALLEY FRIENDS SCHOOL,PAOLI,PA,,,,,irs_990pf
FRANKFORD FRIENDS SCHOOL,PHILADELPHIA,PA,,,,,irs_990pf
FRIENDS COUNCIL ON EDUCATION,PHILADELPHIA,PA,,,,,irs_990pf
FRIENDS SCHOOL HAVERFORD,HAVERFORD,PA,,,,,irs_990pf
FRIENDS SCHOOL MULLICA HILL,MULLICA HILL,NJ,,,,,irs_990pf
FRIENDS SELECT SCHOOL,PHILADELPHIA,PA,,,,,irs_990pf
FRIENDS CENTRAL SCHOOL,WYNNEWOOD,PA,,,,,irs_990pf
GEORGE SCHOOL,NEWTOWN,PA,,,,,irs_990pf
GERMANTOWN FRIENDS SCHOOL,PHILADELPHIA,PA,,,,,irs_990pf
GREENE STREET FRIENDS SCHOOL,PHILADELPHIA,PA,,,,,irs_990pf
GREENWOOD FRIENDS SCHOOL,MILLVILLE,PA,,,,,irs_990pf
HADDONFIELD FRIENDS SCHOOL,HADDONFIELD,NJ,,,,,irs_990pf
JANA LLEWELLYN CO NEW YORK UNIVERSI,NEW YORK,NY,,,,,irs_990pf
LANSDOWNE FRIENDS SCHOOL,LANSDOWNE,PA,,,,,irs_990pf
LILIANE G SHARPLESS CO UNIVERSITY F,PHILADELPHIA,PA,,,,,irs_990pf
MEDIA-PROVIDENCE FRIENDS SCHOOL,MEDIA,PA,,,,,irs_990pf
MOORESTOWN FRIENDS SCHOOL,MOORESTOWN,NJ,,,,,irs_990pf
NANCY BENSON-TARQUINI CO ROWAN UNIV,GLASSBORO,NJ,,,,,irs_990pf
NEWTOWN FRIENDS SCHOOL,NEWTOWN,PA,,,,,irs_990pf
NICOLINA HANSEN-NEFF CO LEWIS AND C,PORTLAND,OR,,,,,irs_990pf
ORCHARD FRIENDS SCHOOL,RIVERTON,NJ,,,,,irs_990pf
PLYMOUTH MEETING FRIENDS SCHOOL,PLYMOUTH MEETING,PA,,,,,irs_990pf
PRINCETON FRIENDS SCHOOL,PRINCETON,NJ,,,,,irs_990pf
RENEE SEITZ BURGOS CO UNIVERSITY OF,BALTIMORE,MD,,,,,irs_990pf
STATE COLLEGE FRIENDS SCHOOL,STATE COLLEGE,PA,,,,,irs_990pf
STRATFORD FRIENDS SCHOOL,NEWTOWN SQUARE,PA,,,,,irs_990pf
THE QUAKER SCHOOL AT HORSHAM,HORSHAM,PA,,,,,irs_990pf
UNITED FRIENDS SCHOOL,QUAKERTOWN,PA,,,,,irs_990pf
WEST CHESTER FRIENDS SCHOOL,WEST CHESTER,PA,,,,,irs_990pf
WESTFIELD FRIENDS SCHOOL,CINNAMINSON,NJ,,,,,irs_990pf
WESTTOWN SCHOOL,WEST CHESTER,PA,,,,,irs_990pf
WILLIAM PENN CHARTER SCHOOL,PHILADELPHIA,PA,,,,,irs_990pf
WILMINGTON FRIENDS SCHOOL,WILMINGTON,DE,,,,,irs_990pf
412 FOOD RESCUE,PITTSBURGH,PA,,,,,irs_990pf
ACLU OF OHIO FOUNDATION,CLEVELAND,OH,,,,,irs_990pf
AKRON ART MUSEUM,AKRON,OH,,,,,irs_990pf
AMERICAN THEATER WING,NEW YORK,NY,,,,,irs_990pf
AUDOBON SOCIETY OF CHICAGO,CHICAGO,IL,,,,,irs_990pf
BIKE PGH,PITTSBURGH,PA,,,,,irs_990pf
CARNEGIE MUSEUM,PITTSBURGH,PA,,,,,irs_990pf
CHICAGO INDUSTRIAL ARTS DESIGN CENTER,CHICAGO,IL,,,,,irs_990pf
CITY HARVEST,NEW YORK,NY,,,,,irs_990pf
CITY OF ASYLUM PITTSBURGH,PITTSBURGH,PA,,,,,irs_990pf
DIRECT RELIEF INTERNATIONAL,SANTA BARBARA,CA,,,,,irs_990pf
DOWNTOWN WOMEN S CENTER,LOS ANGELES,CA,,,,,irs_990pf
ESPERANZA,CLEVELAND,OH,,,,,irs_990pf
FRACTURED ATLAS,NEW YORK,NY,,,,,irs_990pf
GREAT LAKES AUDOBON,CHICAGO,IL,,,,,irs_990pf
GREATER PITTSBURGH COMMUNITY FOOD BANK,DUQUESNE,PA,,,,,irs_990pf
INTERNATIONAL PRINT CENTER OF NEW YORK,NEW YORK,NY,,,,,irs_990pf
MATTRESS FACTORY ART MUSEUM,PITTSBURGH,PA,,,,,irs_990pf
MOFAD,BROOKLYN,NY,,,,,irs_990pf
MUSICAMBIA,BROOKLYN,NY,,,,,irs_990pf
NEW DIRECTIONS,STOCKTON,CA,,,,,irs_990pf
OLD TOWN SCHOOL OF FOLK MUSIC,CHICAGO,IL,,,,,irs_990pf
PLANNED PARENTHOOD OF ILLINOIS,CHICAGO,IL,,,,,irs_990pf
PLANNED PARENTHOOD OF WESTERN PENNSYLVANIA,PITTSBURGH,PA,,,,,irs_990pf
RAILS-TO-TRAILS CONSERVANCY,WASHINGTON,DC,,,,,irs_990pf
REMOTE AREA MEDICAL,KNOXVILLE,TN,,,,,irs_990pf
SILVER EYE CENTER FOR PHOTOGRAPHY,PITTSBURGH,PA,,,,,irs_990pf
TED FUND,EVANSTON,IL,,,,,irs_990pf
UNITED STATES ARTISTS,CHICAGO,IL,,,,,irs_990pf
WORLD CENTRAL KITCHEN,WASHINGTON,DC,,,,,irs_990pf
WRITERS THEATRE,GLENCOE,IL,,,,,irs_990pf
PINE GROVE HIGH AREA FOUNDATION,PINE GROVE,PA,,,,,irs_990pf
NEW HAMPSHIRE CHARITABLE FOUNDATION,CONCORD,NH,,,,,irs_990pf
UPSTATE HOME FOR CHILDREN FOUNDATION INC,ONEONTA,NY,,,,,irs_990pf
HUMAIN SOCIETYSPCA OF NELSON COUNTY,LOVINGSTON,VA,,,,,irs_990pf
AMERICAN COUNCIL OF TRUSTEES AND AL,WASHINGTON,DC,,,,,irs_990pf
BLUE RIEGE AREA FOOD BANK,VERONA,VA,,,,,irs_990pf
BOYS HOME,COVINGTON,VA,,,,,irs_990pf
CAMP HOLIDAY TRAILS,CHARLOTTESVILLE,VA,,,,,irs_990pf
CHARLOTTESVILLE COMMUNITY SCHOLARSH,CHARLOTTESVILLE,VA,,,,,irs_990pf
CHRIST EPISCOPAL CHURCH,CHARLOTTESVILLE,VA,,,,,irs_990pf
COMMUNITY DENTAL CENTER,CHARLOTTESVILLE,VA,,,,,irs_990pf
CHARLOTTESVILLE-ALBEMARLE RESCUE SQ,CHARLOTTESVILLE,VA,,,,,irs_990pf
EDITY T ROOSEVELPT PINE KNOT FDN,KEENE,VA,,,,,irs_990pf
EMERGENCY FOOD BANK,CHARLOTTESVILLE,VA,,,,,irs_990pf
GLIOBLASTOMA FOUNDATION,DURHAM,NC,,,,,irs_990pf
INTL ESSENTIAL TREMOR FOUNDATION,LENEXA,KS,,,,,irs_990pf
LAKE VIEW CEMETERY FOUNDATION,CLEVELAND,OH,,,,,irs_990pf
LEWIS AND CLARK EXPLORATORY CENTER,CHARLOTTESVILLE,VA,,,,,irs_990pf
LITERACY VOLUNTEERS,CHARLOTTESVILLE,VA,,,,,irs_990pf
LOAVES FISHES FOOD PANTRY,CHARLOTTESVILLE,VA,,,,,irs_990pf
MADISON HOUSE,CHARLOTTESVILLE,VA,,,,,irs_990pf
MILLER CENTER FOUNDATION,CHARLOTTESVILLE,VA,,,,,irs_990pf
PACEM,CHARLOTTESVILLE,VA,,,,,irs_990pf
THE BRIDGE MINISTRY,BUCKINGHAM,VA,,,,,irs_990pf
THE HAVEN AT FIRST AND MARKET,CHARLOTTESVILLE,VA,,,,,irs_990pf
THE SENIOR CENTER,CHARLOTTESVILLE,VA,,,,,irs_990pf
GLOBAL GIVING,WASHINGTON,DC,,,,,irs_990pf
